algorithm,group_name,scenario_type,A_mean,A_std,A_median,AS_mean,AS_std,AS_median,C_mean,C_std,C_median,G_mean,G_std,G_median,HV_mean,HV_std,HV_median,IGD+_mean,IGD+_std,IGD+_median,feasible_rate_mean,feasible_rate_std,feasible_rate_median,ls_boundary_balance_moves_mean,ls_boundary_balance_moves_std,ls_boundary_balance_moves_median,ls_calls_mean,ls_calls_std,ls_calls_median,ls_structure_moves_mean,ls_structure_moves_std,ls_structure_moves_median,ls_time_moves_mean,ls_time_moves_std,ls_time_moves_median,max_AS_mean,max_AS_std,max_AS_median,min_A_mean,min_A_std,min_A_median,min_C_mean,min_C_std,min_C_median,min_G_mean,min_G_std,min_G_median,mutation_bbr_accepts_mean,mutation_bbr_accepts_std,mutation_bbr_accepts_median,mutation_bbr_attempts_mean,mutation_bbr_attempts_std,mutation_bbr_attempts_median,mutation_bbr_imbalance_triggers_mean,mutation_bbr_imbalance_triggers_std,mutation_bbr_imbalance_triggers_median,mutation_bbr_overload_triggers_mean,mutation_bbr_overload_triggers_std,mutation_bbr_overload_triggers_median,mutation_cfm_accepts_mean,mutation_cfm_accepts_std,mutation_cfm_accepts_median,mutation_cfm_attempts_mean,mutation_cfm_attempts_std,mutation_cfm_attempts_median,n_solutions_mean,n_solutions_std,n_solutions_median,runtime_mean_sec,runtime_std_sec,runtime_median_sec,total_sorties_mean,total_sorties_std,total_sorties_median,uav_load_range_mean,uav_load_range_std,uav_load_range_median,uav_load_std_mean,uav_load_std_std,uav_load_std_median,used_uavs_mean,used_uavs_std,used_uavs_median,count
nsga2,main_30_3,remote_hotspot,800521.8067823036,221861.61782804775,701703.0443515636,0.1844966852508941,0.0512112909253694,0.1816856386661455,762.9900124220427,78.91507421322304,761.3286344627747,41.19626437136226,2.514647274317342,40.98608115505475,0.5514573281019819,0.056521188276446,0.5467324446670476,0.0713333774901118,0.0352140082252296,0.0677206511408861,1.0,0.0,1.0,,,,,,,,,,,,,0.3267007913624369,0.0457167323353883,0.3216206324571681,312649.7523395453,67980.85065224081,296313.1293549682,658.9776459777844,65.15403490519485,659.2194935046762,32.11042288856784,3.1282449016067555,31.978982518917867,,,,,,,,,,,,,,,,,,,118.95,1.2932517156377563,119.0,9.16265399060794,1.557407142626506,8.730681500048377,3.5375,0.5230618988226919,4.0,51.25127103449999,53.05187413719514,65.522811055,24.048608487542953,24.83749489033666,30.88774934626359,2.9875,0.1111024302164448,3.0,80
nsga2,main_50_5,multi_hotspot_boundary,887117.3338064663,86579.64339173623,868357.867386124,0.4340859900107588,0.0643188285706807,0.4513701675490698,1145.2324555813034,57.34248939242374,1143.4013033240594,49.90540640956933,6.925028773309682,50.58625649553886,0.3562747240788109,0.0708491719320607,0.3555712664354046,0.1925360970584353,0.0609398606332444,0.1893053247888018,1.0,0.0,1.0,,,,,,,,,,,,,0.5017056734693087,0.0649782490427518,0.4980504587967429,530813.582461779,69896.48690910246,518914.13604743825,1070.4917388340084,64.59375168291017,1074.4489004205484,38.524134833464856,8.341658475960356,38.34991349190151,,,,,,,,,,,,,,,,,,,139.025,1.1065147988165362,139.0,18.29251504015119,2.7839839449671335,18.02133347943891,5.0125,0.1111024302164448,5.0,3.07676345775,12.106435952573245,0.0,1.2307053831,4.842574381029297,0.0,5.0,0.0,5.0,80
nsga2,main_50_5,remote_hotspot,1563158.0116686237,445928.9358778088,1497812.8020091224,0.1691667824927999,0.0452604654920126,0.160072193566895,1258.3536257683222,95.37872298063388,1251.278565744896,69.5921225874379,3.939216354687414,69.95538045810304,0.5215581922353251,0.0580049066033729,0.5182261083703937,0.0857094670668283,0.0385268017696152,0.0754642599354912,1.0,0.0,1.0,,,,,,,,,,,,,0.3118041606101083,0.0456732352044096,0.2965067144223793,610514.7212440387,56475.102528037605,608277.2533292979,1080.650383073791,63.66126144628484,1079.002080316943,55.09295590476289,5.682524406100109,55.11324544410208,,,,,,,,,,,,,,,,,,,139.625,0.6590713163232034,140.0,30.57457417292171,5.077753068604732,29.933635520515963,5.9375,0.5775757526073961,6.0,97.021701187375,53.651357549392145,107.794216195,39.32868324070775,21.66557546897094,43.941698937799345,4.975,0.1561249499599599,5.0,80
nsga2,main_80_7,multi_hotspot_boundary,1522295.1873980835,241871.0204495322,1471571.206797286,0.3939885545540101,0.0780299480093975,0.3757832718902165,1730.0050289954202,133.06498194270137,1702.5641588578485,80.17835042790755,10.520542521635882,83.64980882333461,0.2551344091560356,0.1096994536981796,0.2558444477427898,0.3427843646649158,0.130530447932952,0.3237906855572394,1.0,0.0,1.0,,,,,,,,,,,,,0.4513609808517808,0.0799199709998406,0.4355468507285604,1026879.1215423344,158326.8932902865,999266.1983245488,1654.5245986226844,124.70763559633691,1644.2350555478756,64.2380292444426,10.98615966534709,68.56345762025556,,,,,,,,,,,,,,,,,,,158.8875,1.3873873828170704,159.0,61.80552067809913,18.65627577279792,57.34757706243545,7.4375,0.7557074500095919,7.0,28.054747268499995,42.08903105522075,0.0,10.40529482913613,15.81383576788277,0.0,7.0,0.0,7.0,80
nsga2,main_80_7,remote_hotspot,3361243.9527352736,1025021.64248299,3179597.2716289535,0.1854154965118092,0.0297291481878173,0.1804276096378396,2210.5955464694116,272.56170755829476,2229.50352433181,112.69178280968217,4.423428061752086,113.62928523344154,0.3053092620655112,0.1641964146128488,0.3154444901505433,0.3843119195459904,0.2628795613233216,0.2983816859480427,1.0,0.0,1.0,,,,,,,,,,,,,0.2631942584332386,0.0272446480508477,0.2626967308670725,2282116.6758153103,1077948.7037748536,2155970.277835449,2061.8186712147226,291.10502141022215,2089.662883570852,98.85371398466256,5.765562819211718,98.80740363710731,,,,,,,,,,,,,,,,,,,158.425,1.6939229616484923,159.0,81.60582727493893,24.417463308840645,77.06039343751036,10.2875,1.4848716274479756,10.0,143.774226919375,39.13094312708275,142.902693495,55.6449126828893,13.873545466470118,56.76873972964964,7.0,0.0,7.0,80
nsga2,mechanism_50_4,multi_hotspot_boundary,983849.5899215626,184146.06670585135,959343.2066708223,0.3947461889401117,0.0891694323279333,0.4011182346865671,1018.2782865169908,98.2476596808322,1006.7127514751166,50.98003328118314,7.439078709919383,50.34027744204249,0.331207553711246,0.1733912497378278,0.3422952199880846,0.2563929131425701,0.1614645433421047,0.1937857764920763,1.0,0.0,1.0,,,,,,,,,,,,,0.4604130267165772,0.0835699861488479,0.45712323257449,617217.9942517162,147459.21277869478,582569.2193146553,955.409793431384,91.78972765035992,939.8839078070594,40.30469761660805,7.954226227325378,41.050744889011426,,,,,,,,,,,,,,,,,,,138.475,1.7533895745098975,139.0,19.328200967155865,3.5118691766708268,18.632151937461455,4.525,0.6887488656977956,4.0,34.387298739875,42.82537192598754,0.0,14.946421403610632,18.53836880110915,0.0,4.0,0.0,4.0,80
nsga2,mechanism_50_4,remote_hotspot,1806707.0169100151,675579.7209440916,1821869.7630438544,0.1885284429786013,0.0371850817790559,0.1864677108298237,1196.7673390512005,183.8135210662154,1213.4275682594862,69.983289567498,3.858889491104227,69.59714089145885,0.3910404217562266,0.1903455874591258,0.4169310158997482,0.2590640309104099,0.2062957923184937,0.1948399313299714,1.0,0.0,1.0,,,,,,,,,,,,,0.2711785648654417,0.0338002651948526,0.2692357102991867,1075469.7614563336,576107.5351709098,890401.3802504411,1092.363447628054,182.83057420426465,1106.3599722730169,59.91267653252952,5.459191240790078,59.81845438817393,,,,,,,,,,,,,,,,,,,138.6375,1.637404577372373,139.0,23.06830318698776,6.040788861759055,22.04503118735738,5.6,1.1357816691600546,5.5,103.775618444125,59.421088138832594,120.47823911,44.44016972783531,25.829310812277956,51.05777137486383,4.0,0.0,4.0,80
nsga3,main_30_3,multi_hotspot_boundary,515564.6572232956,50276.21500588392,510835.27444055525,0.4555815619665724,0.0974613967576353,0.4791793352171911,646.6787730565741,45.06352281025624,651.242662850088,28.813956528519025,5.20261077072227,28.402025757548294,0.5102837897086998,0.0930493734865017,0.5132559840247459,0.0746176545575142,0.0446094195961746,0.0590224248828636,1.0,0.0,1.0,,,,,,,,,,,,,0.5429545635516143,0.0989140705888554,0.5558013987062778,285545.900699264,34328.29756658784,279206.41307130107,586.1135909792052,53.76499826293424,585.329176338443,20.99989505280508,6.319039716544506,18.39251129381632,,,,,,,,,,,,,,,,,,,116.8625,2.0232631440324313,117.0,6.609345898460015,0.7528241162668113,6.558288478991017,3.0,0.0,3.0,8.864269251875,23.178443259141645,0.0,4.178656598842812,10.926422937257785,0.0,3.0,0.0,3.0,80
nsga3,main_30_3,remote_hotspot,742270.1542079134,221862.2715059436,670860.4731994891,0.1870660318200813,0.0447182453406523,0.1874449952138171,725.1960971279515,72.5244687278654,729.805724939107,41.41156209248946,2.526865909768682,41.84708184761046,0.5773607799140665,0.055029079324205,0.5737315421849882,0.0525781387041902,0.0286884577600097,0.0448094998656227,1.0,0.0,1.0,,,,,,,,,,,,,0.2950644849842725,0.0413889589199303,0.2950787421317812,310480.31614045723,50137.61296107827,302350.27114558255,636.4636646051774,60.24714127294072,634.4469994662793,33.60824381469863,3.1678259119169336,33.327841566996796,,,,,,,,,,,,,,,,,,,116.5625,2.4075077881493967,117.0,9.226346414108413,1.3338655692787669,9.125373749993742,3.4125,0.5170529469986609,3.0,45.094322771875,52.60349715722419,0.0,21.170584084784547,24.513708038081383,0.0,2.9625,0.1899835519196333,3.0,80
nsga3,main_50_5,multi_hotspot_boundary,817067.6660907557,70570.7189427516,813745.6287960561,0.455229293210455,0.0612669504353719,0.4552942203104896,1097.3419483997134,60.248339448077566,1090.5397134888813,50.2894764591208,6.471874445708704,49.75214418608015,0.428924217259633,0.0708760491663265,0.4374101353512493,0.1241523454407078,0.0529458773310203,0.1127459986590486,1.0,0.0,1.0,,,,,,,,,,,,,0.5223623370919467,0.0684171953303068,0.5165230158404913,537169.5385064634,55489.59929595766,534851.8930920912,1024.4465747738784,61.15539727465719,1020.8663684278164,39.46164962743933,8.694044674756993,39.28769364155387,,,,,,,,,,,,,,,,,,,137.85,2.180022935659164,138.0,18.97034645418171,2.9549345704315253,18.735902667045593,4.9875,0.1111024302164448,5.0,7.712263153375001,17.35315023179041,0.0,3.08490526135,6.941260092716162,0.0,4.9875,0.1111024302164448,5.0,80
nsga3,main_50_5,remote_hotspot,1435354.9849397095,477294.2866804934,1362681.4138661674,0.1721726488428912,0.0450987365164582,0.1636054116282467,1151.930225316471,76.95488986570668,1145.186693320073,69.9547519668672,4.016412380786764,69.78220051388928,0.5610987704794004,0.0536144129859872,0.5550368935006301,0.0543235792519184,0.0315984040123744,0.0484880039277778,1.0,0.0,1.0,,,,,,,,,,,,,0.2669169429260535,0.0448980359949079,0.2548382108352363,622163.6768654257,69187.58104339399,604601.3094108775,1032.674385699373,57.8910641401502,1035.2965041748491,58.48990609850186,5.43278710714182,59.73857294932935,,,,,,,,,,,,,,,,,,,138.6875,1.230789888648749,139.0,30.24647652132262,4.446791641334261,29.05065133352764,5.6625,0.6697714162309407,6.0,77.686785335125,70.70138105898671,93.500187375,30.050896828197107,26.85894976633629,37.31103993792464,4.9875,0.1111024302164448,5.0,80
nsga3,main_80_7,multi_hotspot_boundary,1385877.1500864178,136648.96053769035,1399075.116803369,0.4182661332608299,0.082578771548504,0.3896009910859842,1630.985497456514,85.8489932867136,1622.1289745364754,78.5365291422593,10.84215536664797,82.29844259067053,0.3504508475976781,0.0988232846200692,0.3465216695710919,0.2296000748002387,0.0909022126413498,0.2280574048400884,1.0,0.0,1.0,,,,,,,,,,,,,0.4604593959066062,0.0848213629840834,0.4360431902947588,998927.386551524,108220.95188545414,984250.6200867468,1565.21638616887,91.97470791648269,1556.9347521527263,66.7194297782383,12.028272146434077,72.33102121710469,,,,,,,,,,,,,,,,,,,157.6,2.390606617576384,158.0,64.90903741925722,14.804985607406808,64.2921364584472,7.0875,0.2825663638864328,7.0,10.0110195615,22.729569907074232,0.0,3.5031271043851424,7.953692620750217,0.0,7.0,0.0,7.0,80
nsga3,main_80_7,remote_hotspot,3272980.034798188,1052940.4575595176,3174823.241080714,0.191517816935368,0.0341461556881715,0.1900908095241448,2153.2195072610484,312.43351062017973,2242.109439649396,112.08233084430874,4.228121300110821,112.07160576033192,0.3154340926448482,0.171796069340177,0.2919673755386922,0.3664636776131247,0.2495474106765918,0.3670555716204735,1.0,0.0,1.0,,,,,,,,,,,,,0.2447990342494681,0.0261854820847094,0.2426628511623486,2344243.500295117,1037802.0610971114,2244399.011244268,2040.970181640018,319.60493480595125,2101.5592957252,101.12952335251173,5.028461107881061,101.0386644157444,,,,,,,,,,,,,,,,,,,152.475,7.892995312300648,155.5,74.99924866820803,12.600802740931774,73.54348706256133,10.075,1.72318745352907,10.0,127.0586151355,52.673466448184314,138.05264301,49.39208216402718,20.554078746982924,54.60249015949864,7.0,0.0,7.0,80
nsga3,mechanism_50_4,multi_hotspot_boundary,891764.665934753,146788.7633408855,871613.2829921732,0.4170578793889049,0.0831181193092475,0.4189609926180673,966.0304423086658,86.719895617438,943.23189628758,50.46953731514176,6.929248678498987,49.14806585054606,0.4056260803836274,0.1430226600503857,0.3976083334699766,0.1688612076971792,0.1168010306953233,0.1449952230911313,1.0,0.0,1.0,,,,,,,,,,,,,0.4659969275565533,0.0830068097837543,0.4666505110387162,618067.9581974898,130500.16069167633,583565.9650137433,911.5991345811246,85.14841382797947,890.7722253475987,41.78833211370537,7.928843525522931,41.01643773467379,,,,,,,,,,,,,,,,,,,136.0,5.044799302251775,137.0,20.268957272384434,2.9945437312595566,20.027501916512847,4.2375,0.5532573994082681,4.0,15.070224647124997,29.884229829782925,0.0,6.506607024703513,12.951604944595273,0.0,4.0,0.0,4.0,80
nsga3,mechanism_50_4,remote_hotspot,1711209.8474260792,708775.2179619592,1599354.566845825,0.1848349562784877,0.0435991301070353,0.1840108716171889,1158.9808818455551,205.27942128283556,1144.307774663322,70.54403314837765,3.2765275559737788,70.58754880041482,0.4093167550459093,0.1928847916159959,0.4646579342309807,0.2372445390353088,0.2068160673666955,0.1575409356722054,1.0,0.0,1.0,,,,,,,,,,,,,0.2460161923675112,0.0350658270334381,0.2431917209136376,1108980.4510002115,625343.8828391923,868464.4365780954,1073.0364931947856,206.0180282457148,1055.9099313335728,62.04974463456263,4.879803920208174,62.792681037443344,,,,,,,,,,,,,,,,,,,133.8,6.3332456134276045,136.0,21.121814352102227,3.1771925898213027,20.88849379157182,5.45,1.1056672193747992,5.0,96.428538166375,63.18314982713453,114.49423210499998,41.22348374076372,26.685043213042967,48.26901661793494,4.0,0.0,4.0,80
spea2,main_30_3,multi_hotspot_boundary,528160.3679377263,63288.413144038015,516677.4509520804,0.4497586612577002,0.0860022402699494,0.4671813008786953,679.3413845917439,52.06430928393316,674.0110693662141,28.927052160915515,4.558885552691153,28.34778976412027,0.4438366849505353,0.1040180771973622,0.442958476807509,0.1192081800762346,0.0627381871083706,0.1045715584041955,1.0,0.0,1.0,,,,,,,,,,,,,0.5268686467321316,0.0873102252142177,0.5484117444732646,297083.1317065887,51597.78536725638,288970.09159430186,620.3494955004537,54.97798013818869,616.9142410741719,21.731795573606263,5.498704845779764,19.987144371841666,,,,,,,,,,,,,,,,,,,120.0,0.0,120.0,7.622182990674628,0.8407899872329732,7.438488082960248,3.025,0.1561249499599599,3.0,3.0674405784999994,10.434297008310436,0.0,1.4460053559627573,4.918774780993876,0.0,3.0,0.0,3.0,80
spea2,main_30_3,remote_hotspot,796401.3766225327,214207.71226181232,782128.6228171743,0.189334558448765,0.0550401898749394,0.1919642423003918,778.5281306803281,92.42981620378052,791.4909504565677,41.47173501866844,2.4140811262043425,41.56829106091887,0.5162537155405807,0.0798040581404683,0.5109127435783318,0.0921509891894988,0.0634480909077143,0.0764325981962552,1.0,0.0,1.0,,,,,,,,,,,,,0.3201297229949753,0.04437334003368,0.3161027168059823,372769.0133489367,96659.2401708269,347370.8210444631,697.6071242189582,88.94762420245259,692.3959557299736,32.76946751968375,3.1688009351576083,32.71387713513718,,,,,,,,,,,,,,,,,,,120.0,0.0,120.0,9.77569460827217,1.261056168405584,9.704688208410516,3.6375,0.5532573994082682,4.0,62.439034925125,53.29126465363365,71.35305069500001,29.212571203221113,24.89117911281159,33.63615066985467,3.0,0.0,3.0,80
spea2,main_50_5,multi_hotspot_boundary,863085.010447671,105162.4457388432,840789.8944571784,0.4345773278263231,0.0582882838754012,0.4384515815163331,1163.9265342486588,73.03636942920627,1151.1305389021072,50.40262526311603,6.683054451448004,49.93636498395048,0.3482536347621492,0.0881455958169412,0.3545775214888266,0.1982102223906821,0.0869197318549482,0.1787819431226045,1.0,0.0,1.0,,,,,,,,,,,,,0.4973207454099403,0.0621330385612632,0.4951290721751242,550925.1574592429,87309.34540079717,526465.206864556,1091.8823856350473,81.64668911802259,1089.0147325121438,40.055032723884686,8.468181952843246,39.71788618986028,,,,,,,,,,,,,,,,,,,140.0,0.0,140.0,19.195625943224876,2.3183278736584363,18.979138228925876,5.0625,0.2891258376555094,5.0,4.25553184375,14.346277905491622,0.0,1.7320103277500536,5.869814551157319,0.0,5.0,0.0,5.0,80
spea2,main_50_5,remote_hotspot,1544728.662803999,446672.93318163895,1541805.9075923385,0.1702759460334307,0.0468348507226195,0.1577582506981106,1262.886012436924,91.73075013889148,1253.628123998889,69.75963737952485,4.073122184883335,69.51652839861569,0.501570834431089,0.0657250263795754,0.5034405819468437,0.0936713402770569,0.0492607040036519,0.0805023248181296,1.0,0.0,1.0,,,,,,,,,,,,,0.2910980153117756,0.0442512382387872,0.2822703861937423,660112.0614167892,94102.76358807649,635876.114412517,1132.3301138749673,80.89261263781393,1125.9091223831788,57.33578636615023,5.118059279854532,57.740126894305845,,,,,,,,,,,,,,,,,,,140.0,0.0,140.0,30.348689146351536,5.962264725884357,29.51134920853656,5.95,0.6304760106459246,6.0,98.148971556125,56.85397483893451,111.58683604,39.34039808624546,22.416230949455993,47.2741024704151,5.0,0.0,5.0,80
spea2,main_80_7,multi_hotspot_boundary,1485098.671438858,240788.87309088444,1445119.1385894646,0.3942227332492,0.073488929586423,0.3832509789926881,1765.8683246180703,123.49530283829831,1747.3772429377866,80.18958526584765,11.245782416395828,84.86916288708605,0.2257871107575781,0.1017238909111759,0.2233914093603834,0.3782319796827633,0.1345050270051217,0.3584464236653789,1.0,0.0,1.0,,,,,,,,,,,,,0.4386132624097943,0.0755644301616486,0.426387396852968,1065664.836590526,164037.5852679005,1050083.0079892613,1702.958278945533,116.00803410622626,1688.488028378113,67.57206795908007,10.942767472987988,72.47899564178962,,,,,,,,,,,,,,,,,,,160.0,0.0,160.0,54.505316949970435,12.818688924216186,53.69641460455023,7.4625,0.7235977819203152,7.0,29.6236665745,43.76864143532657,0.0,10.993778435042891,16.50142020677469,0.0,7.0,0.0,7.0,80
spea2,main_80_7,remote_hotspot,3530094.889527849,971923.4022011209,3488128.3980310624,0.1923357569787774,0.0284289859975701,0.1971895535298011,2232.133688148113,258.5558519048183,2292.8720597105435,111.8968851336374,4.157232332083883,112.58906839900688,0.283179908176438,0.160620455428998,0.2758251119971591,0.409761831430546,0.2601212321653863,0.3857320073358431,1.0,0.0,1.0,,,,,,,,,,,,,0.2580698022424441,0.0282846810549716,0.2550125538154838,2484361.717496098,1080829.6907992202,2426857.574531316,2102.0348847768596,284.53893437696587,2141.1982943374437,100.00422783123877,5.2944145620861915,99.301127104802,,,,,,,,,,,,,,,,,,,160.0,0.0,160.0,77.85072975154617,14.563341422912153,76.76414804148953,10.4375,1.3494790661584937,11.0,152.01057185537502,30.300794598538214,149.28363095,59.09409599853973,11.367174576225544,60.02919280962196,7.0,0.0,7.0,80
spea2,mechanism_50_4,multi_hotspot_boundary,1013316.2381573644,180169.9751632559,973576.2454410564,0.4003038374949007,0.0841068874642281,0.4120831952305055,1035.492402139048,105.69697268860943,1014.321962104208,50.333818151935546,7.178749964502799,50.224300186944035,0.2982363522516794,0.1514610812407171,0.2770340161556174,0.2831300276928982,0.1631276719573472,0.2587185205001118,1.0,0.0,1.0,,,,,,,,,,,,,0.4548329614814196,0.0829554566293849,0.4505762034913027,682015.7909029911,157900.39654911484,647026.3031514874,987.3138959500254,106.12851322582392,961.7112012092472,41.41406213042982,7.829954105394543,41.79494801048973,,,,,,,,,,,,,,,,,,,140.0,0.0,140.0,19.46660578850715,3.407823889475227,18.5656526874518,4.6125,0.7498958260985322,4.0,39.862959508,46.016745791271234,0.0,17.63189713435799,20.327039787686452,0.0,4.0,0.0,4.0,80
spea2,mechanism_50_4,remote_hotspot,1755933.2181687704,700264.0864982263,1684370.5340297844,0.1821876101883492,0.0373679564400421,0.1704337398805636,1165.1390511860477,167.6021299496605,1158.8968654313474,70.25338279889176,2.8276121884523246,69.98773465515625,0.4045117521138449,0.1596298584209765,0.4102260569346035,0.2276834459907927,0.164376015003673,0.1753975482879139,1.0,0.0,1.0,,,,,,,,,,,,,0.2636772271139781,0.0345092598359577,0.2534400980041651,1040745.3708568636,568798.2369644536,831374.4573334514,1079.0975135011972,171.6972974145122,1042.7495917996398,60.5871804324898,5.194721451547868,60.64284330569113,,,,,,,,,,,,,,,,,,,140.0,0.0,140.0,23.32897296673327,5.6737087432331235,22.368461124948222,5.475,0.9996874511566104,5.0,98.565148685625,53.47339723986915,110.91812275499998,42.857749500914295,23.050932145370297,49.16795324662798,4.0,0.0,4.0,80
