variant,algorithm,group_name,scenario_type,A_mean,A_std,A_median,AS_mean,AS_std,AS_median,C_mean,C_std,C_median,G_mean,G_std,G_median,HV_mean,HV_std,HV_median,IGD+_mean,IGD+_std,IGD+_median,feasible_rate_mean,feasible_rate_std,feasible_rate_median,ls_boundary_balance_moves_mean,ls_boundary_balance_moves_std,ls_boundary_balance_moves_median,ls_calls_mean,ls_calls_std,ls_calls_median,ls_structure_moves_mean,ls_structure_moves_std,ls_structure_moves_median,ls_time_moves_mean,ls_time_moves_std,ls_time_moves_median,max_AS_mean,max_AS_std,max_AS_median,min_A_mean,min_A_std,min_A_median,min_C_mean,min_C_std,min_C_median,min_G_mean,min_G_std,min_G_median,mutation_bbr_accepts_mean,mutation_bbr_accepts_std,mutation_bbr_accepts_median,mutation_bbr_attempts_mean,mutation_bbr_attempts_std,mutation_bbr_attempts_median,mutation_bbr_imbalance_triggers_mean,mutation_bbr_imbalance_triggers_std,mutation_bbr_imbalance_triggers_median,mutation_bbr_overload_triggers_mean,mutation_bbr_overload_triggers_std,mutation_bbr_overload_triggers_median,mutation_cfm_accepts_mean,mutation_cfm_accepts_std,mutation_cfm_accepts_median,mutation_cfm_attempts_mean,mutation_cfm_attempts_std,mutation_cfm_attempts_median,n_solutions_mean,n_solutions_std,n_solutions_median,runtime_mean_sec,runtime_std_sec,runtime_median_sec,total_sorties_mean,total_sorties_std,total_sorties_median,uav_load_range_mean,uav_load_range_std,uav_load_range_median,uav_load_std_mean,uav_load_std_std,uav_load_std_median,used_uavs_mean,used_uavs_std,used_uavs_median,count
multi_uav_one_sortie,msd_ag_nsga2,main_50_5,multi_hotspot_boundary,757971.897891297,61278.215115833926,761758.547410144,0.2913680167092672,0.0524711378133107,0.2796784006627543,996.5269178123162,48.967699038952354,996.8879313280224,62.59311838697791,5.275784646490222,61.75029972720989,0.5972021844512471,0.0582715379278017,0.6015603821864016,0.0613492620355844,0.0302882064907755,0.054462008279997,1.0,0.0,1.0,2.9125,5.701301934646156,0.0,868.0,0.0,868.0,6741.75,245.21809170613815,6797.5,3132.8625,213.2184762016416,3187.0,0.3765967376882733,0.0540432649197228,0.3716790819555143,445114.7853061565,27861.22883824306,442608.768460161,859.34413979845,40.596499697679626,859.2614167553044,51.535301391092574,7.354025040755553,51.67256288098408,5542.2375,329.19239221730203,5622.0,7827.5375,81.85779494800725,7834.5,3202.175,575.0029298838398,3219.5,5730.725,401.824805574519,5790.0,4882.2625,169.81657337771833,4919.5,5206.2125,72.20088187653944,5204.0,138.7125,1.27665333979119,139.0,137.19909712863736,12.596034704014894,138.09009545855224,4.8875,0.3159806164941134,5.0,37.429028649375,27.49591127908091,37.314449065000005,15.30018552877758,11.350718739620946,14.925779626,4.8875,0.3159806164941134,5.0,80
multi_uav_one_sortie,msd_ag_nsga2,main_50_5,remote_hotspot,697344.9762949097,75243.87943873534,690248.4752689805,0.0811525188270282,0.0378666779992595,0.0697846783435647,998.8819927113184,63.87317781214187,996.7213869541912,81.77862196476799,4.1130824722488555,80.74583226257005,0.6851921716069168,0.0849532299637882,0.6781800963936646,0.0661335115496923,0.0380201399104502,0.0609269304982598,1.0,0.0,1.0,9.3,17.27454775095429,2.5,868.0,0.0,868.0,6500.9,364.90579606249065,6559.5,1021.75,663.4634786482222,885.0,0.1086867583480823,0.0470317814089696,0.0987929132140116,443317.1977430489,22998.86998753576,444558.4464015526,860.4907749605511,61.89100116237743,852.9136411270855,79.5531666666521,5.17066782926213,78.26041473790478,5397.0,332.8743757035077,5436.0,7820.4875,86.9817500614353,7828.0,4710.5875,547.4821388353688,4715.0,6129.6,466.9736502202239,6175.0,4924.1125,126.55028583037654,4924.5,5231.025,69.06735390182543,5235.0,133.0375,7.753134446789891,135.0,149.9874933671468,18.836858481776396,147.9262384379981,4.55,0.49749371855331,5.0,22.985379863375,31.53494389615352,4.492194304999998,9.283397298233002,12.714749408031576,1.7763413316983114,4.55,0.49749371855331,5.0,80
multi_uav_one_sortie,msd_ag_nsga2,main_80_7,multi_hotspot_boundary,1230102.2895315357,111750.26473006596,1222779.1798319595,0.2571430856266994,0.0729269518060826,0.2410907153347024,1416.1747598535726,57.981676367834545,1410.075850244943,100.3018843443364,10.033855269965938,103.08696327434308,0.6104032599186457,0.0661486016459944,0.6182597545893911,0.0690587287722504,0.0354686073507691,0.0646064575233947,1.0,0.0,1.0,10.975,14.859319466247436,5.0,1184.0,0.0,1184.0,9139.325,368.2784875267628,9231.0,4514.4125,181.12051883690592,4520.5,0.3264140846934203,0.0872711862904485,0.2958189547455851,753184.9993023025,41635.20281931354,750672.5410765184,1252.4897737672832,33.033138720868,1259.612228317501,86.18172737334716,10.413270287166345,89.87389501190339,7897.875,528.8566765911157,7950.5,10722.2125,96.00295486988928,10724.5,5458.4875,991.947276745972,5369.0,8450.225,573.2108899654646,8546.5,6951.5125,111.4569416579784,6953.5,7147.975,78.39419222748583,7158.5,158.8125,1.688888317799611,159.0,376.0464434115216,37.914781833819525,381.7643880414544,6.975,0.1561249499599599,7.0,45.632923972125,27.12181860047486,45.117691835,16.619431240432498,9.810722210338714,16.498771738859425,6.975,0.1561249499599599,7.0,80
multi_uav_one_sortie,msd_ag_nsga2,main_80_7,remote_hotspot,1156289.2584150746,114479.36752230852,1153454.1516463684,0.0959776030145584,0.0268712215503376,0.0925520571412137,1510.20941216104,71.13837416082109,1516.4996533556796,130.58378161911463,3.435069495369919,131.011630535837,0.6545358218974417,0.0608439005521789,0.6556543800549628,0.0662580913148798,0.0326066346032057,0.0647197916082178,1.0,0.0,1.0,32.8125,54.75538643594802,11.0,1176.7125,6.665571524633128,1176.0,8728.55,586.8684030513143,8859.0,2629.05,577.056494201391,2705.5,0.1249025522932822,0.0252640955476459,0.1212719651237173,751202.1894931538,42767.86377144431,746507.7868904651,1344.5821066410476,67.64828887473368,1343.0895049653443,126.49436876309122,3.375144107305556,126.85959232895244,7366.0875,416.4628192813255,7420.0,10727.7375,88.57634330762363,10727.0,7259.2625,916.6335246944386,7393.5,9009.65,410.8186065649899,9114.5,6914.7375,116.37501275510137,6919.5,7162.8,74.25149830138109,7165.5,156.325,5.789591954533583,158.0,438.5015718380717,41.06957204421667,448.0727692290675,6.875,0.3307189138830738,7.0,17.338871180874996,28.07241681681003,1.0449251999999944,6.1420205084621395,9.868347729231308,0.3656476513393782,6.875,0.3307189138830738,7.0,80
multi_uav_one_sortie,msd_ag_nsga2,mechanism_50_4,multi_hotspot_boundary,799005.6494018612,107693.36165576476,804069.8133024683,0.2558230610499066,0.0641329506373315,0.2408613362086999,859.8627532526883,49.15164889925076,870.1497018269677,63.94390088805833,5.097219047026635,64.22182148722274,0.5472799162736074,0.0539232525406609,0.5490094869495736,0.0587787345862247,0.0292350540804988,0.0526399454610506,1.0,0.0,1.0,3.0,4.904079934095692,1.0,867.975,0.2222048604328897,868.0,6678.7375,203.7814849139882,6743.5,3044.0625,326.06588075686483,3114.0,0.319208077709206,0.0638386898603661,0.3116347069130615,428256.3268098721,25314.85678202432,432237.50107103103,754.3965707508636,44.09023911552215,764.3980317996212,54.06421400264594,5.867471923250569,54.85280793124654,5093.7375,566.681695128535,5250.5,7844.5875,81.1921630685499,7848.5,2565.1875,667.1628754237979,2652.5,5779.425,681.9788628506018,5966.0,4995.225,104.83272091766004,5001.5,5216.1125,60.64115635234869,5213.0,138.4125,1.8350323566629552,139.0,106.52598152494464,14.685100315207908,109.8499234165065,3.9375,0.2420614591379635,4.0,14.83036202825,27.474935716352917,0.0,6.421735131892308,11.896996148853017,0.0,3.9375,0.2420614591379635,4.0,80
multi_uav_one_sortie,msd_ag_nsga2,mechanism_50_4,remote_hotspot,693607.3841451998,66525.58000843367,695583.1841203707,0.0965317719541849,0.0433806411032417,0.0984434116021468,898.4980498746697,45.0510527127207,903.350381572968,81.18090514370707,3.4563374309341155,81.07109050374885,0.6764126008471261,0.0722188675308567,0.6885646683890154,0.056069958137847,0.0248344684719228,0.0547617509775001,1.0,0.0,1.0,10.6125,13.330879331461972,7.0,864.625,7.066425899986499,868.0,6041.225,511.61631070070473,6171.5,1241.55,666.0873234794368,1189.5,0.1234195069826598,0.048027002201098,0.1292548597503372,450528.3061898863,26073.548484490577,448170.4145973136,810.2551060196035,45.378577087778616,814.5365745552702,78.81272964584433,4.338916278597241,79.55244793844699,5318.6625,281.87798529461287,5343.0,7848.7875,77.77880394908371,7853.0,4061.9375,795.8941252413854,4130.0,6614.8875,250.55049360109032,6660.0,4982.275,114.62023981391768,4991.0,5241.1875,68.49691484840758,5249.0,131.4875,12.440853819171735,136.0,95.40036474226216,18.31515738327935,89.29068691644352,3.9875,0.1111024302164448,4.0,18.674130542875,34.42234964077434,0.0,8.086135721858321,14.90531462343036,0.0,3.9875,0.1111024302164448,4.0,80
no_gtw,msd_ag_nsga2,main_30_3,multi_hotspot_boundary,93028.05398847704,17042.2150884349,87127.23441720985,1.0,0.0,1.0,516.1156395659533,33.03523626113702,519.537050473333,0.0,0.0,0.0,0.8458761976095058,0.1095633208453019,0.8770407279475706,0.0325952459993464,0.0235212936689142,0.0251763412948447,1.0,0.0,1.0,91.25,162.80736316272677,22.0,600.0,0.0,600.0,575.1125,342.6614580657562,492.0,0.0,0.0,0.0,1.0,0.0,1.0,86708.12031450737,14645.938835413162,82175.20411317516,506.9174518510778,32.06491616933394,509.3971082824647,0.0,0.0,0.0,1762.5375,763.8394782896142,1752.5,5539.825,115.95513949368524,5530.5,2242.0375,1240.206781586744,2087.5,2.3125,3.1208722739003596,1.0,1123.175,575.4780138067831,1032.0,3699.0,85.12637664085086,3684.0,11.525,4.384560981443866,10.5,14.178577294270507,1.402037178362478,14.25313591689337,3.0,0.0,3.0,41.720294951125,21.650211216557697,39.69146718999999,18.222526027539388,9.949548220445775,16.269738210583082,3.0,0.0,3.0,80
no_gtw,msd_ag_nsga2,main_30_3,remote_hotspot,137823.65976725784,18017.841677803444,136447.34150155704,1.0,0.0,1.0,579.760489250152,40.06315860414008,580.6846501772334,0.0,0.0,0.0,0.7048378222732989,0.2525142071038736,0.8512072371415245,0.0591882487827231,0.0590828422090532,0.0371025764125747,1.0,0.0,1.0,36.35,62.964692487139175,8.0,600.0,0.0,600.0,733.85,698.5556724413595,459.0,0.0,0.0,0.0,1.0,0.0,1.0,126010.87649867377,16901.83834648129,129395.27762284238,562.8262077503643,58.39254993625249,578.9499402060349,0.0,0.0,0.0,2437.5375,652.8385892345443,2406.0,5505.325,101.73393915011845,5509.5,3214.375,839.5363806143246,3043.0,69.025,89.88005549063708,37.5,2098.325,490.9244538368404,2200.0,3676.1375,70.13232916244833,3669.5,12.95,7.600822323933115,10.0,16.385400734987343,1.3043861465842097,16.388325875042938,2.9875,0.1111024302164448,3.0,55.820062611875,29.704622428280512,50.398544755,23.80045564203592,12.892050461025365,21.465895037403143,2.9875,0.1111024302164448,3.0,80
no_gtw,msd_ag_nsga2,main_50_5,multi_hotspot_boundary,163961.88758529216,23928.30415989619,157171.99152831786,1.0,0.0,1.0,834.8627041980326,31.97147221901744,835.0006622166059,0.0,0.0,0.0,0.6284887390286353,0.1281439225648309,0.5947432328138123,0.1058568464279968,0.0650445355759153,0.0882962095439138,1.0,0.0,1.0,58.55,65.97857606829659,35.5,868.0,0.0,868.0,1770.8,932.0580775895888,1599.5,0.0,0.0,0.0,1.0,0.0,1.0,146043.07168010445,13764.337821844874,141413.94025986732,809.1604922931658,42.14609422183033,818.4625890436794,0.0,0.0,0.0,4828.7,873.8982549473365,5052.5,7941.2,97.15482489305408,7941.5,5984.125,889.2871214489727,6160.0,7.2875,8.693666875950562,6.0,1928.475,687.6881919700236,1981.5,5283.625,68.18841085551122,5281.0,17.4875,6.318610903513525,17.0,33.91803796248278,2.113210447303877,34.10686356248334,4.95,0.2179449471770336,5.0,63.909571627375,19.901000833039166,64.60288926000001,23.117352211790138,6.782632278544814,23.29758905964239,4.95,0.2179449471770336,5.0,80
no_gtw,msd_ag_nsga2,main_50_5,remote_hotspot,222453.36619424337,31660.071045833665,222060.14747171797,1.0,0.0,1.0,881.1616458446078,37.036558088600216,887.2640239827446,0.0,0.0,0.0,0.5425429874294524,0.091356933844093,0.5473768707465738,0.0957087366153916,0.0479233614759456,0.0899135977629829,1.0,0.0,1.0,80.9625,84.42917797627784,54.0,868.0,0.0,868.0,1678.4375,1005.709299993666,1476.5,0.0,0.0,0.0,1.0,0.0,1.0,188178.59015918025,17837.879175491234,186616.9697442375,839.4707245421235,49.37769444399735,853.5672532128649,0.0,0.0,0.0,5575.2125,617.4284714392024,5664.5,7899.3,109.50438347390482,7915.5,6728.1375,645.1544145348073,6863.0,214.125,146.84178347800056,170.0,2891.575,572.6306570338336,2947.0,5276.65,67.64449349355792,5283.0,21.9625,6.995433778544402,21.0,40.0801219410816,2.797203984812435,39.95836574945133,4.9125,0.2825663638864328,5.0,96.220645704875,35.84980516730651,102.586378585,34.77808685145663,12.508975852075302,37.702579676899845,4.9125,0.2825663638864328,5.0,80
no_gtw,msd_ag_nsga2,main_80_7,multi_hotspot_boundary,275000.3617715179,29405.673366091098,272315.921624502,1.0,0.0,1.0,1171.2901864682403,32.43114935034941,1175.1953358248477,0.0,0.0,0.0,0.7657867131647939,0.1265056668522446,0.7693822539334929,0.126757185924008,0.1021781711375367,0.1035826432902374,1.0,0.0,1.0,64.4125,90.89220177633504,32.5,1184.0,0.0,1184.0,2794.275,1370.6511862523594,2795.0,0.0,0.0,0.0,1.0,0.0,1.0,250222.97815752876,21431.962014670513,251162.08465574897,1150.2834267724666,31.134368415019303,1150.2267518557614,0.0,0.0,0.0,8255.8875,1253.4907857035687,8534.0,10814.7875,98.97445298535376,10812.5,9195.575,1360.260487691604,9488.0,16.725,13.991939643952158,13.0,3244.325,1094.7613070322682,3279.0,7203.975,90.16789547837966,7205.5,19.8625,6.78922629980766,20.0,66.79556295622315,4.5208848077639905,67.33513385406695,7.0,0.0,7.0,82.231984545125,20.591662964073635,84.06765131,26.408414706081807,6.84481472741556,26.928727992318382,7.0,0.0,7.0,80
no_gtw,msd_ag_nsga2,main_80_7,remote_hotspot,389118.6810117272,58680.48105467726,383443.9966543637,1.0,0.0,1.0,1281.62503168807,50.7525050097795,1284.6940979602164,0.0,0.0,0.0,0.6948591067427458,0.1024886564921234,0.7030179656973481,0.1065429398546049,0.0514950535841979,0.1042109167750475,1.0,0.0,1.0,115.8875,107.98275252904976,85.0,1184.0,0.0,1184.0,2645.3,1595.5585260340656,2389.5,0.0,0.0,0.0,1.0,0.0,1.0,344844.55310278863,35552.27741639226,349946.99816464353,1249.3890400295345,50.7474159881259,1250.7024744361397,0.0,0.0,0.0,7953.3625,1201.0728250583934,8225.5,10783.475,87.54883994091527,10790.5,9985.2125,679.9577504108252,10153.5,417.575,342.9092728040465,319.5,4321.875,887.6686653109932,4576.5,7189.7625,92.833889791121,7191.5,22.7875,7.8972997758727645,22.0,81.20217979691806,11.242102835089137,80.01246306300163,6.975,0.1561249499599599,7.0,106.531402889875,28.307925228390573,109.07013363000002,36.105921619937575,9.894424747223464,36.60169433001255,6.975,0.1561249499599599,7.0,80
no_gtw,msd_ag_nsga2,mechanism_50_4,multi_hotspot_boundary,226039.17808140695,25285.761795959435,224997.4113608743,1.0,0.0,1.0,730.728184277079,25.008560067723927,732.0472637155831,0.0,0.0,0.0,0.7775891035665801,0.1182353491764569,0.8111738923655172,0.0823365736332846,0.0458983124319307,0.0724704683288585,1.0,0.0,1.0,108.575,97.49445817583684,94.5,868.0,0.0,868.0,1133.2625,887.6093558507312,815.5,0.0,0.0,0.0,1.0,0.0,1.0,210047.8515301961,22582.715369072463,206223.38132618353,718.4684880352982,30.266321570058487,720.2331115680638,0.0,0.0,0.0,3655.3,1015.8294935667108,3721.0,7969.65,117.85808203089002,7965.0,4546.525,1386.113847912573,4579.0,12.3875,8.380772264535052,10.0,2920.125,599.5972476379458,2913.0,5313.975,105.60172524632353,5309.5,14.475,6.893792497602463,13.0,30.84437428590609,2.7037932418735733,30.70343389594927,4.0,0.0,4.0,62.24808089999999,22.567067447915093,58.55578232500001,24.240069520104413,8.290035260401279,23.476110368091312,4.0,0.0,4.0,80
no_gtw,msd_ag_nsga2,mechanism_50_4,remote_hotspot,289666.15905681363,36536.89789569036,287726.82497735345,1.0,0.0,1.0,788.0713604187179,38.230244823805414,797.108186245605,0.0,0.0,0.0,0.7076566810038333,0.1779525462328657,0.7635455731005774,0.1300325269046768,0.1409711662794961,0.0842577479740196,1.0,0.0,1.0,133.525,120.29370047928528,96.5,868.0,0.0,868.0,845.625,527.9783701772261,786.5,0.0,0.0,0.0,1.0,0.0,1.0,268805.39766916103,33358.54228020058,265030.4135083415,774.3441288005166,36.8269849832823,780.0770221331951,0.0,0.0,0.0,4224.0375,1013.8754909227022,4394.0,7930.925,106.62583821475918,7923.5,4962.375,1399.6602567676914,5192.0,172.5125,177.9174663818873,114.0,3799.6125,546.1711154425415,3749.0,5305.975,78.45252943659625,5311.0,15.4125,8.456792757895867,15.0,26.45303185778903,4.779379121410962,24.9594780204352,3.9875,0.1111024302164448,4.0,66.1268241405,42.58136369700288,63.895542405,25.378990577511075,15.964629770928774,24.60122948611302,3.9875,0.1111024302164448,4.0,80
